ensg_id,gene_symbol,leiden-nt,leiden-esm3,mmidas-joint,nt-umap-0,nt-umap-1,aa-umap-0,aa-umap-1
ENSMUSG00000024614.8,Tmx3,11,24,0,12.738145,-0.38115743,8.098976,4.5661244
ENSMUSG00000058028.15,Zscan5b,7,38,19,10.903203,3.8655388,6.3770533,-5.5444026
ENSMUSG00000028841.15,Cnksr1,2,23,1,10.611385,1.8142996,6.41578,1.2672437
ENSMUSG00000076430.2,Hus1b,2,29,0,8.250883,2.1583252,6.960471,4.5703163
ENSMUSG00000024620.13,Pdgfrb,8,25,5,11.281893,-1.4644752,10.067038,5.829357
ENSMUSG00000062296.9,Trank1,11,13,6,12.547093,-0.67767775,6.4054017,2.6783576
ENSMUSG00000028786.16,Tmem54,5,2,-1,9.992923,4.357676,12.075332,1.1512228
ENSMUSG00000038644.15,Pold1,14,8,1,10.848759,-3.3498342,7.511982,6.928645
ENSMUSG00000093752.2,Gm20716,7,8,-1,14.123875,2.3485425,9.225117,6.7754965
ENSMUSG00000022270.17,Retreg1,11,1,1,13.531753,0.8746466,10.0889225,0.2475217
ENSMUSG00000028998.7,Tomm7,2,1,2,11.01276,2.0696225,11.944825,-0.6063134
ENSMUSG00000027893.15,Ahcyl1,11,8,0,15.473844,-0.20065846,9.686977,7.1875935
ENSMUSG00000020173.18,Cobl,11,6,3,15.013784,0.9232149,7.0366673,-1.6523092
ENSMUSG00000056486.19,Chn1,11,23,1,14.9312315,-0.4118057,6.2381964,3.6958091
ENSMUSG00000094995.3,Pate3,5,11,-1,8.735263,3.4044552,2.0105906,10.006597
ENSMUSG00000029706.16,Pax4,2,40,-1,7.4293633,2.3794463,2.9152813,-3.542749
ENSMUSG00000022831.15,Hcls1,5,23,-1,10.283337,2.6723201,5.744236,0.98359877
ENSMUSG00000091996.9,Smim35,5,1,-1,8.291575,2.7514331,11.359019,-1.0445844
ENSMUSG00000009471.5,Myod1,2,40,3,9.828545,2.1396186,3.989833,-4.335446
ENSMUSG00000063221.7,Or8d23,10,44,4,7.136429,0.5563876,-4.940271,3.2639563
ENSMUSG00000026603.14,Smyd2,8,8,1,12.093071,-0.18603677,7.6363177,6.120442
ENSMUSG00000078686.12,Mup9,0,7,0,7.4301662,3.6166131,7.2248664,9.887518
ENSMUSG00000034974.14,Dapk3,8,25,8,10.331264,0.008501382,9.82167,5.0549064
ENSMUSG00000027876.5,Reg4,0,49,2,6.5421524,3.7941227,3.2086594,11.17848
ENSMUSG00000044857.9,Lemd2,11,6,1,13.352464,-0.5153403,8.677322,0.50871456
ENSMUSG00000071147.3,Tas2r140,2,47,17,6.4781775,2.8211145,21.808546,3.7178228
ENSMUSG00000005505.13,Kbtbd4,2,26,12,11.222618,3.231108,10.976156,6.4172
ENSMUSG00000057411.10,Antkmt,2,8,0,7.7473464,1.738218,8.453169,5.437605
ENSMUSG00000049010.7,Or10s1,10,44,4,7.602996,-2.3579972,-6.3254423,5.6624303
ENSMUSG00000005045.17,Chd5,11,21,6,15.274993,1.1220311,5.602954,3.6424658
ENSMUSG00000078621.3,Hbb-bh2,0,24,2,5.406907,4.934408,10.6690645,8.307631
ENSMUSG00000032053.9,Pou2af1,7,6,3,12.70736,4.0818095,8.174904,-2.2332063
ENSMUSG00000038002.10,Cramp1,11,6,3,15.504618,-1.330665,6.7973533,-1.7643712
ENSMUSG00000096254.3,Or4l15,0,44,4,6.1525207,4.169718,-4.296834,6.488017
ENSMUSG00000096407.3,Ighv6-5,0,14,18,3.5684128,5.3454103,7.513868,19.36254
ENSMUSG00000032860.6,P2ry2,11,39,16,13.801245,-0.083286494,16.02618,1.4559203
ENSMUSG00000036578.8,Fxyd7,0,1,2,5.647785,4.5522385,11.083902,0.12480336
ENSMUSG00000030543.11,Mesp2,2,40,-1,8.21185,1.2583351,4.0426893,-3.952713
ENSMUSG00000091415.6,Ak9,7,13,6,12.155252,2.3007143,6.4368954,2.5501964
ENSMUSG00000078139.4,AK157302,5,29,2,11.145214,3.088016,7.419804,6.041663
ENSMUSG00000039775.8,Defb3,0,11,11,4.9059434,6.0565767,1.629261,9.063726
ENSMUSG00000044748.9,Defb1,2,11,11,7.4701133,2.722393,1.480261,9.119371
ENSMUSG00000002428.13,Hltf,8,21,15,12.16916,1.3068646,5.5502915,4.9806027
ENSMUSG00000095104.3,Esp15,2,1,2,7.8152785,3.0950174,11.304931,-1.8827249
ENSMUSG00000060771.16,Tsga10,2,34,22,10.969965,1.575764,8.139251,-5.6230197
ENSMUSG00000099729.2,Scgb2b11,0,1,2,5.906119,6.499499,11.295172,-1.040813
ENSMUSG00000050366.7,Or6b13,8,44,4,9.19041,-1.6942618,-6.2588916,4.9202952
ENSMUSG00000047330.9,Kcne4,8,1,2,9.423151,0.15863155,10.483592,-0.6638888
ENSMUSG00000020052.10,Ascl1,8,40,3,12.816074,-1.2538884,3.948851,-4.167481
ENSMUSG00000044933.4,Sstr3,3,39,16,11.616414,-1.1724355,15.967838,1.1049396
ENSMUSG00000061195.9,Or4f4b,10,44,4,7.010047,1.325088,-4.879507,6.9137626
ENSMUSG00000030155.8,Clec2e,2,49,-1,8.561104,0.58343947,2.5167983,11.541184
ENSMUSG00000096499.3,Ighv1-5,0,14,18,4.8169475,6.0039186,8.317612,18.478447
ENSMUSG00000095557.8,Gm3415,2,6,-1,6.945719,2.5059683,8.82033,-0.2991093
ENSMUSG00000044667.13,Plppr4,8,2,-1,10.673263,-0.78607273,10.112126,2.3207512
ENSMUSG00000048775.11,Serpinb13,2,52,0,8.935728,0.55058175,9.424285,11.954377
ENSMUSG00000029185.15,Fam114a1,7,6,-1,12.844539,1.9313997,8.651729,-0.7613904
ENSMUSG00000057068.16,Fam47e,2,1,1,9.356773,2.2221289,10.248585,-1.922637
ENSMUSG00000046329.15,Slc25a23,7,2,0,12.183145,3.2926593,1.140434,0.76318866
ENSMUSG00000020930.10,Ccdc103,11,6,1,13.906141,-0.40071866,8.38695,-0.50119686
ENSMUSG00000095430.4,Vmn1r72,10,46,17,6.9840217,-2.4110236,19.240578,4.486551
ENSMUSG00000095642.4,Ighv14-3,0,14,18,4.095326,5.3405957,8.157011,18.639273
ENSMUSG00000028128.14,F3,5,5,0,11.192916,3.7591813,4.7349563,11.387177
ENSMUSG00000041577.6,Prelp,8,35,-1,9.821237,-0.5249674,1.8062167,6.261919
ENSMUSG00000039055.5,Eme1,5,13,1,9.857173,2.4607084,6.817669,2.1852493
ENSMUSG00000001665.12,Gstt3,5,24,-1,10.522451,2.514976,9.168547,6.519492
ENSMUSG00000024158.18,Hagh,2,8,0,9.331739,2.9241,8.827308,7.4669995
ENSMUSG00000053877.14,Srcap,8,21,3,10.811178,-0.10518649,5.405844,3.496884
ENSMUSG00000074300.5,Smim31,5,1,2,9.11979,2.6252177,11.945444,-0.82373005
ENSMUSG00000022300.11,Dcaf13,0,43,12,8.473925,4.5884414,1.0705633,2.8375015
ENSMUSG00000033581.18,Igf2bp2,11,36,13,16.158262,0.40723816,9.377102,2.2437546
ENSMUSG00000041268.18,Dmxl2,8,43,6,11.63516,0.5952926,3.861973,1.3810654
ENSMUSG00000026245.17,Farsb,2,8,0,9.834291,1.671313,8.804144,7.5541945
ENSMUSG00000035673.11,Sbno2,14,21,-1,10.239336,-6.7932405,5.502214,3.5714061
ENSMUSG00000036459.16,Wtip,11,12,1,14.029627,-0.070186734,8.691283,2.0673218
ENSMUSG00000059206.5,Vmn1r71,10,46,17,7.8152175,-1.6450498,19.214188,4.5928335
ENSMUSG00000025138.15,Sirt7,8,8,1,11.369144,-2.0921197,8.3093,6.2995377
ENSMUSG00000097638.2,Carlr,5,1,2,10.260364,2.762677,12.022836,-2.312531
ENSMUSG00000043286.13,Pnpla1,8,26,1,9.375614,0.13733561,7.0475984,5.3272223
ENSMUSG00000006378.16,Gcat,14,8,0,9.189147,-10.580719,9.326917,8.458382
ENSMUSG00000028944.15,Prkag2,8,3,1,10.8952465,0.17891484,11.322077,5.0039535
ENSMUSG00000001157.14,Gmcl1,11,13,1,13.316844,-0.64314073,7.3724327,2.750679
ENSMUSG00000040935.13,Padi6,14,8,0,10.051489,-8.434043,7.0621934,7.2688117
ENSMUSG00000025193.15,Cutc,5,8,0,10.1448145,3.5561943,9.245259,7.781574
ENSMUSG00000038060.16,Dlec1,14,7,-1,9.220295,-10.484546,6.451437,3.0952108
ENSMUSG00002076083.1,Klhl17,5,26,12,12.415502,1.1898899,11.70572,6.9875274
ENSMUSG00000039671.19,Zmynd8,8,12,3,12.494384,-1.5133775,6.860074,0.07814946
ENSMUSG00000030934.10,Oat,8,8,0,12.156211,-0.105177,9.136356,8.705805
ENSMUSG00000024083.17,Pja2,11,12,3,15.075162,2.2491024,8.055499,0.8520562
ENSMUSG00000025949.17,Pikfyve,8,6,6,12.038833,-0.46178308,6.978202,0.58780724
ENSMUSG00000024807.19,Syvn1,8,12,1,10.884443,0.31793043,8.77419,2.529872
ENSMUSG00000048924.15,Ccdc125,7,34,-1,12.688578,3.0061855,8.185195,-4.2548594
ENSMUSG00000021986.10,Amer2,2,6,3,10.525531,1.1050202,7.3901663,-2.9832075
ENSMUSG00000024979.14,Tectb,2,7,0,7.9110446,2.712472,5.040034,8.805531
ENSMUSG00000091735.3,Gpr62,8,39,16,10.57814,-0.87762856,15.326691,1.463747
ENSMUSG00000029307.8,Dmp1,2,6,3,9.852803,1.5682608,9.043341,-1.7395091
ENSMUSG00000058244.5,Or5p78,10,44,4,6.06883,-0.8284241,-4.1787,3.9059443
ENSMUSG00000031535.8,Dkk4,2,11,11,7.8596506,2.7356334,2.915844,9.018064
ENSMUSG00000040017.9,Saa4,2,1,2,7.7813544,2.5582256,11.243387,-0.6807575
ENSMUSG00000038319.15,Kcnh2,11,41,0,14.102733,0.71983033,11.556753,5.598531
ENSMUSG00000049690.16,Nckap5,11,6,3,12.238413,-0.51981527,7.243867,-3.0025864
ENSMUSG00000063362.14,Alg11,11,8,0,14.121163,-0.45085496,9.912492,6.8507814
ENSMUSG00000063316.14,Rpl27,0,29,2,6.621249,4.958604,9.329581,5.79183
ENSMUSG00000070501.15,Ifi214,5,6,-1,10.351739,2.2143998,8.783929,-1.4472214
ENSMUSG00000038390.12,Gpr162,11,39,16,13.463966,-0.96174383,14.273843,1.7164481
ENSMUSG00000076759.5,Trav2,0,15,-1,5.0896573,5.4478855,7.174172,15.585072
ENSMUSG00000002881.15,Nab1,11,6,1,13.784845,-0.5224834,7.9527564,-0.66153604
ENSMUSG00000094076.8,Gm4767,15,38,20,5.740583,-2.088202,8.923463,-8.349936
ENSMUSG00000040606.15,Kazn,11,34,-1,14.718232,0.37701333,7.1213098,-3.2053306
ENSMUSG00000006599.14,Gtf2h1,8,23,1,9.100376,-0.12133976,6.976446,1.4408514
ENSMUSG00000025962.16,Fastkd2,7,13,1,12.224747,4.6178737,6.483654,3.5004926
ENSMUSG00000003053.18,Cyp2c29,2,27,0,7.234328,2.4410641,9.047743,10.458417
ENSMUSG00000026981.16,Il1rn,5,7,-1,8.709713,4.0508537,6.6663446,10.374766
ENSMUSG00000004821.2,Tmed11,0,48,0,5.526165,4.2392983,11.823305,7.745588
ENSMUSG00000055639.17,Dach1,11,6,3,14.228904,0.31439486,6.980677,-1.1337106
ENSMUSG00000030681.19,Mvp,8,29,1,12.404579,-1.5018933,7.3223863,3.9263935
ENSMUSG00000040613.15,Apobec1,2,13,-1,9.11823,3.01977,7.0129,3.8456883
ENSMUSG00000024121.14,Atp6v0c,5,8,9,10.167998,4.328028,9.797294,7.95935
ENSMUSG00000036800.9,Fam135b,7,6,1,12.535744,3.5943236,7.010407,0.2274314
ENSMUSG00000028262.14,Clca3a2,7,19,5,11.856226,1.3235471,5.8560305,8.414326
ENSMUSG00000117310.3,Ptp4a1,11,9,0,14.787284,1.3111888,6.9259763,6.2780976
ENSMUSG00000059363.11,Fxn,5,29,0,10.921337,2.7722342,8.34841,4.37273
ENSMUSG00000093485.2,Gm20708,7,1,2,14.102328,2.9405012,11.143686,-3.682325
ENSMUSG00000050621.8,Rps27rt,0,29,2,5.1997027,5.2537465,9.7109375,6.695551
ENSMUSG00000051980.14,Casr,8,51,21,10.128108,-0.36563644,12.972422,8.506166
ENSMUSG00000047371.8,Zfp768,5,38,19,10.92245,3.7517939,6.3688626,-6.3264375
ENSMUSG00000074923.11,Pak6,8,25,1,12.799272,-1.7990024,9.8025465,4.21653
ENSMUSG00000031654.17,Cbln1,11,7,0,14.114124,0.82027483,4.1560864,10.607121
ENSMUSG00000011463.6,Cpb1,8,8,0,10.362036,-0.6237647,8.021171,8.810955
ENSMUSG00000090946.4,Ccdc71l,11,1,2,14.14559,0.3885373,11.112403,-2.8492498
ENSMUSG00000071647.6,Eml3,8,43,12,12.315338,-0.33864105,1.9461586,2.5542586
ENSMUSG00000078129.4,Actl10,2,8,0,8.734361,2.4488494,7.086211,7.9159374
ENSMUSG00000024456.18,Diaph1,7,23,1,14.699667,2.936787,4.812984,2.0676832
ENSMUSG00000038685.19,Rtel1,2,21,1,11.376249,1.9318619,5.6404605,4.919236
ENSMUSG00000021987.10,Mtmr6,2,9,1,9.660104,2.9290257,6.7904024,6.051156
ENSMUSG00000094120.2,Krtap10-21,6,42,24,4.985715,2.5705478,14.026286,-2.368364
ENSMUSG00000049758.8,Or4f62,10,44,4,7.4211235,-1.9868859,-4.40728,7.3360705
ENSMUSG00000036860.15,Mrpl55,0,1,2,7.57767,5.726306,10.466558,-1.0709523
ENSMUSG00000054079.13,Utp18,14,43,12,10.118701,-7.525627,1.4443616,2.4605486
ENSMUSG00000050370.6,Ch25h,5,2,0,9.547813,4.030133,10.569577,4.207968
ENSMUSG00000020589.18,Cyria,7,1,-1,14.17256,2.7011933,9.468811,-0.8050429
ENSMUSG00000038126.18,Mphosph9,8,34,3,12.462158,0.47463855,7.6992064,-3.7723634
ENSMUSG00000074377.13,Sult2a4,0,17,0,6.9290023,4.2124796,4.533802,6.699048
ENSMUSG00000049291.7,Prss38,2,19,0,8.116187,2.3292472,3.7765083,7.7902017
ENSMUSG00000098332.3,Pigbos1,0,1,2,7.078665,5.487234,12.144791,-0.26437703
ENSMUSG00000028833.14,Ncdn,11,33,14,13.692573,0.90769625,4.216397,0.48960364
ENSMUSG00000046785.9,Epm2aip1,7,13,1,13.103147,2.9874656,6.8956833,3.463449
ENSMUSG00000032359.15,Ctsh,2,19,0,8.404309,3.4404263,6.91263,9.836598
ENSMUSG00000022664.12,Slc35a5,11,3,9,14.62902,0.45173204,12.855641,3.4308603
ENSMUSG00000049580.13,Tsku,5,35,0,10.722248,1.3211954,1.553305,6.1260314
ENSMUSG00000032649.15,Colgalt2,2,17,0,9.854612,1.5552744,6.202141,6.704548
ENSMUSG00000076619.2,Ighj3,0,16,26,4.6019187,6.0515103,11.271013,-8.895741
ENSMUSG00000074529.12,Zfp972,2,38,-1,7.2693377,2.526374,7.238517,-6.546377
ENSMUSG00000094811.8,Gm21103,13,34,23,9.626319,5.7963614,10.649276,-5.2936034
ENSMUSG00000002897.6,Il17ra,11,7,0,15.020083,-0.33265385,7.7060623,1.1207241
ENSMUSG00000022892.12,App,11,11,0,15.073587,-1.2747097,4.1507645,8.4613285
ENSMUSG00000002365.11,Snx9,11,23,1,13.412499,1.92223,4.720529,1.6859214
ENSMUSG00000060568.15,Fam78b,11,1,0,16.027132,1.7818537,10.15877,-0.7283268
ENSMUSG00000025431.5,Crisp1,5,19,0,8.675104,1.2112939,5.7468896,10.283748
ENSMUSG00000020226.10,Slc5a4b,7,3,9,13.379053,3.6952379,12.949229,5.1143155
ENSMUSG00000001542.8,Ell2,10,6,1,8.739516,-1.6795039,8.161341,-1.1705179
ENSMUSG00000091148.8,Gm3182,13,34,23,9.59789,5.517312,10.618374,-5.367498
ENSMUSG00000027596.11,a,0,11,11,4.591061,4.3152337,1.5646858,8.304762
ENSMUSG00000022092.12,Ppp3cc,5,8,1,11.64326,2.5501552,8.164198,8.278183
ENSMUSG00000046138.16,Brd10,11,6,3,14.331813,0.07376245,6.884222,-1.4804186
ENSMUSG00000033075.18,Senp1,5,9,1,10.6089735,3.9148276,5.9350934,4.0234904
ENSMUSG00000047821.17,Trim16,8,12,1,10.687702,-1.6399981,9.571878,2.746458
ENSMUSG00000020571.14,Pdia6,5,24,0,10.649875,3.3979974,8.489078,5.185171
ENSMUSG00000047511.7,Or2v2,10,44,4,7.434899,-1.2091705,-5.8528643,6.421024
ENSMUSG00000023093.8,Pate12,0,11,11,3.87287,5.539579,1.8805029,10.067407
ENSMUSG00000059956.15,Serpinb12,2,52,0,8.23194,2.3727894,9.496044,12.04327
ENSMUSG00000091614.3,Tmem217b,8,2,-1,13.279041,-1.8078854,11.8059845,0.93777275
ENSMUSG00000028670.15,Lypla2,11,8,0,13.646114,-0.7919882,8.691465,7.47264
ENSMUSG00000010517.8,Faf1,11,29,1,15.536777,1.3501852,7.645341,3.750143
ENSMUSG00000073427.5,Gm4924,15,38,20,5.4267845,-1.9359013,8.711056,-8.669203
ENSMUSG00000084174.4,Sycn,0,7,2,4.807509,5.598524,5.782211,8.276061
ENSMUSG00000055991.16,Zkscan5,2,38,19,9.620664,0.8427635,6.5488644,-6.1201453
ENSMUSG00000028884.15,Rpa2,14,29,1,9.839805,-9.548218,7.639298,4.3647532
ENSMUSG00000042894.12,Or4c35,10,44,4,7.374081,-2.403923,-4.5553627,5.8250146
ENSMUSG00000030386.20,Zfp606,11,38,19,15.072232,-1.9695709,7.278039,-7.3330464
ENSMUSG00000039886.9,Tmem120a,2,2,0,8.896639,1.4427427,11.708004,2.998304
ENSMUSG00000027474.14,Ccm2l,8,6,1,10.45631,0.0121704135,7.2364264,0.57776386
ENSMUSG00000050192.9,Eif5a2,11,1,2,14.829475,1.3629422,12.003627,-3.226689
ENSMUSG00000092164.3,Rergl,0,18,8,5.4522347,4.2465873,3.8484278,5.745651
ENSMUSG00000032854.13,Ugt8a,5,17,0,9.046152,1.1866155,10.64568,6.9551296
ENSMUSG00000004630.19,Pcp2,0,6,2,5.582916,5.996051,8.825909,-2.4089851
ENSMUSG00000101252.2,Ifna6,0,50,2,3.901146,4.5251193,2.0968719,-0.6082147
ENSMUSG00000066392.13,Nrxn3,8,7,5,10.251714,-0.9339499,5.3489776,8.975098
ENSMUSG00000071341.5,Egr4,8,28,3,11.547485,0.27896848,5.10575,-3.8077404
ENSMUSG00000100704.2,Gm28434,0,1,2,5.7687826,4.304319,11.57272,-2.401317
ENSMUSG00000109946.2,Brd3os,2,1,2,11.049816,0.94053245,11.951878,-3.4170697
ENSMUSG00000070529.8,Wfdc10,0,11,11,5.6671305,6.0403447,2.3023317,8.765739
ENSMUSG00000060992.10,Copz1,7,29,0,10.366,3.4554098,7.0943646,5.1887603
ENSMUSG00000026568.7,Mpc2,5,2,2,10.687938,3.783609,11.955716,3.5007026
ENSMUSG00000052331.15,Ankrd44,11,23,1,15.137664,0.46494862,9.212672,3.5066602
ENSMUSG00000024224.6,Clpsl2,0,11,11,5.1140676,4.9552984,2.646252,9.256338
ENSMUSG00000057858.9,Fam204a,5,6,1,12.157899,1.8368938,8.841927,-1.3425038
ENSMUSG00000089824.11,Rbm12,11,36,13,15.663807,-1.8590385,9.378468,1.2763174
ENSMUSG00000031925.18,Maml2,8,6,3,10.7972555,-1.3218025,6.9858346,-2.1621864
ENSMUSG00000029922.16,Mkrn1,5,36,1,12.659696,0.603933,7.7504277,0.5911135
ENSMUSG00000030724.8,Cd19,5,5,0,11.159313,1.9297491,5.3413687,10.589108
ENSMUSG00000071713.7,Csf2rb,8,5,0,9.344886,-0.4955172,5.045114,10.4585285
ENSMUSG00000036574.6,Tex44,8,6,3,9.685569,0.083975576,8.228128,-1.888596
ENSMUSG00000032346.8,Ooep,14,6,2,9.848856,-7.7845325,8.850056,0.24645813
ENSMUSG00000033970.16,Rfc3,5,21,15,12.308474,1.0946304,5.3812857,5.302296
ENSMUSG00000027699.20,Ect2,8,23,1,11.72377,0.5855445,5.6389875,2.2829757
ENSMUSG00000030614.9,Tmem126b,11,1,-1,13.811147,-0.68339634,11.3856325,-0.033252172
ENSMUSG00000031848.16,Lsm4,0,29,2,6.315086,3.5380826,8.734169,4.710868
ENSMUSG00000031865.17,Dctn1,14,34,-1,9.669821,-7.7595763,7.252196,-4.168166
ENSMUSG00000080751.2,Or51k7,0,53,4,5.1930857,3.8249888,-8.615649,1.3771807
ENSMUSG00000075574.3,Defb48,0,11,11,5.1419816,5.661025,1.7271763,8.703852
ENSMUSG00000094779.3,Trav13n-2,0,15,7,3.4632857,5.6370177,6.554325,15.774592
ENSMUSG00000020361.14,Hspa4,14,8,1,10.765479,-5.0171475,7.7712355,8.129976
ENSMUSG00000045471.5,Hcrt,0,1,2,4.964865,5.164894,10.232943,-0.7743077
ENSMUSG00000042535.10,Gtpbp1,8,18,15,12.470414,-1.058714,6.042447,6.004198
ENSMUSG00000028990.14,Lzic,2,34,-1,9.107074,2.8255684,9.832501,-0.5897092
ENSMUSG00000029028.15,Lrrc47,14,13,1,10.6196785,-6.6634145,5.7353244,4.6164355
ENSMUSG00000072582.10,Ptrh2,2,8,0,11.287491,1.4741971,8.025958,6.290018
ENSMUSG00000042628.9,Zfyve1,11,13,1,15.205697,-0.82562745,7.180197,2.2820392
ENSMUSG00000038718.16,Pbx3,11,40,-1,14.577657,1.982671,4.2657204,-2.6405091
ENSMUSG00000078796.5,Zfp541,11,28,3,14.45114,1.315972,5.9881372,-2.359918
ENSMUSG00000035597.20,Prpf39,11,29,-1,14.438191,2.0638418,4.9248366,3.6230793
ENSMUSG00000121584.1,Tmem276,5,2,0,9.621253,4.0072527,11.714745,1.6024096
ENSMUSG00000029817.12,Tra2a,8,36,13,10.593825,-0.43822706,10.293391,1.5901978
ENSMUSG00000065952.14,Rps23rg1,2,1,2,7.951687,1.360272,11.753972,-3.249299
ENSMUSG00000054823.18,Nsd3,4,12,1,6.5901914,1.1656106,6.721922,0.8165147
ENSMUSG00000016940.19,Kctd2,11,13,1,14.629795,1.973691,7.5429764,2.1389248
ENSMUSG00000052852.9,Reep1,11,2,0,13.349963,-0.09159504,10.8120365,1.650232
ENSMUSG00000029306.9,Ibsp,8,6,-1,11.303283,-0.2719436,9.295885,-1.7986144
ENSMUSG00000027669.15,Gnb4,11,43,12,15.895492,-1.5072365,1.3298024,3.3821337
ENSMUSG00000028977.18,Casz1,8,28,3,11.535359,-1.0472547,6.1455197,-1.8931246
ENSMUSG00000032615.15,Nt5m,5,8,0,10.833337,3.0445426,9.11128,6.924281
ENSMUSG00000002871.15,Tpra1,2,2,0,11.38474,1.3253835,11.5475235,0.924405
ENSMUSG00000032320.8,Rcn2,5,37,-1,11.515957,0.8182375,3.7023172,3.680886
ENSMUSG00000027784.11,Ppm1l,11,8,0,16.313932,0.50885713,7.4904704,6.4326773
ENSMUSG00000032268.14,Tmprss5,2,19,0,9.147818,0.9266618,4.009845,7.9349465
ENSMUSG00000089736.3,Tgfbr3l,2,5,0,7.813339,3.825579,4.8180685,10.134089
ENSMUSG00000095528.10,Gm10375,2,34,23,7.8343267,2.7953947,9.542888,-4.7112226
ENSMUSG00000026580.17,Selp,2,11,5,9.63609,1.028671,4.06946,9.807784
ENSMUSG00000035179.5,Saxo4,0,6,3,7.7647896,4.3118935,8.429306,-2.605759
ENSMUSG00000025981.14,Coq10b,2,13,-1,9.560556,3.1623034,7.471612,4.422149
ENSMUSG00000076862.6,Trav19,0,15,7,4.974556,5.4992137,7.0933576,16.11103
ENSMUSG00000018750.15,Zbtb4,11,28,3,15.87893,2.1111736,5.667125,-2.9670382
ENSMUSG00000056564.8,Or2ab1,0,44,4,5.420302,4.136219,-5.8963294,6.2939363
ENSMUSG00000044556.4,Tex38,0,1,2,7.5734105,4.7609677,10.294957,-1.5938401
ENSMUSG00000026496.12,Parp1,7,9,1,11.570011,2.4487014,7.098611,5.8934035
ENSMUSG00000005621.12,Zfp592,11,28,3,14.242611,0.84039944,5.9335294,-2.490501
ENSMUSG00000041536.14,Serpina3a,2,52,0,8.961913,0.36065745,9.069056,11.540969
ENSMUSG00000056752.17,Dnah9,8,34,6,11.401639,-1.215724,4.0518775,-0.046497624
ENSMUSG00000074622.5,Mafb,11,40,3,15.778497,-0.7452289,2.9832597,-2.4201028
ENSMUSG00000039568.7,Ubald1,3,6,1,15.75897,3.16253,7.375715,-0.38363636
ENSMUSG00000052819.7,Best2,2,2,0,9.738651,0.17848924,11.61054,4.5004616
ENSMUSG00000022111.10,Uchl3,5,9,0,8.474081,3.9067435,6.3907285,5.4803834
ENSMUSG00000039033.12,Tasp1,5,8,0,12.684649,1.9693414,8.343869,8.0828905
ENSMUSG00000012520.11,Phox2b,8,40,7,9.774208,0.51523894,3.1033907,-3.4328704
ENSMUSG00000063011.8,Msln,2,35,0,9.456086,0.34695062,5.3213224,2.217899
ENSMUSG00000027077.8,Smtnl1,2,23,3,10.060783,1.4836498,6.5306497,0.1775472
ENSMUSG00000004341.9,Gpx6,5,8,0,8.480253,3.8913267,8.226981,8.317095
ENSMUSG00000045248.7,Med26,11,6,3,14.125221,0.5463766,7.1112494,-0.92053676
ENSMUSG00000095341.2,Msantd5f1,2,31,7,6.4059663,2.3605967,5.021424,-1.3359253
ENSMUSG00000027030.16,Stk39,11,25,8,13.725392,-0.6529894,9.828327,4.494094
ENSMUSG00000021448.9,Shc3,5,23,1,11.89874,1.0794809,6.1924887,0.70233774
ENSMUSG00000095236.3,Or2f1b,10,44,4,7.056635,0.93139917,-5.4626265,4.6823487
ENSMUSG00000029369.18,Afm,5,23,0,8.133213,3.3284502,5.251723,3.3709826
ENSMUSG00000022760.18,Thap7,2,12,1,9.049762,2.0268652,7.2885756,1.3022544
ENSMUSG00000062691.12,Cebpzos,5,1,2,9.71607,4.6080523,11.706774,-0.36770278
ENSMUSG00000035890.10,Rnf126,5,12,1,12.699501,2.2775767,8.430932,1.5346122
ENSMUSG00000029066.13,Mrpl20,0,29,2,7.723824,4.0695515,7.960146,4.111967
ENSMUSG00000009291.14,Pttg1ip,14,1,2,10.984333,-0.680185,10.717539,0.54671925
ENSMUSG00000041297.9,Cdk13,7,25,3,14.113516,2.988226,9.600063,3.782782
ENSMUSG00000029431.6,B3gnt4,2,17,0,8.278475,1.9630443,5.5601873,6.936198
ENSMUSG00000107748.5,Or6c63-ps1,10,44,4,7.9876637,-0.74630976,-3.8581595,5.5143566
ENSMUSG00000046999.3,1110032F04Rik,11,1,0,12.48852,0.4296885,10.334584,-0.15990585
ENSMUSG00000003380.12,Rabac1,2,2,0,7.135962,2.9039085,10.737713,2.2674093
ENSMUSG00000027950.8,Chrnb2,8,48,0,11.765452,-0.061830454,-1.000712,1.9450781
ENSMUSG00000004371.16,Il11,2,50,2,9.169367,0.9854864,2.3379924,-0.562631
ENSMUSG00000047146.18,Tet1,10,6,3,7.885159,-0.51685774,7.073776,-2.4391065
ENSMUSG00000068008.9,Bpifb3,2,7,0,9.526596,0.4028473,5.270469,7.489917
ENSMUSG00000027500.11,Stmn2,2,5,2,9.264895,1.2730069,5.924209,12.848349
ENSMUSG00000076473.4,Trbv16,0,15,7,4.6903086,5.132145,7.1687355,16.1939
ENSMUSG00000060904.15,Arl1,5,18,8,11.108065,2.7057726,4.015444,6.279242
ENSMUSG00000091649.4,Phf11b,2,12,-1,8.054877,3.5475016,7.9258094,0.9881645
ENSMUSG00000026915.17,Strbp,8,13,1,10.628801,-0.62812966,6.898283,3.310704
ENSMUSG00000071552.6,Tigit,0,5,10,6.784666,5.146057,5.6433644,11.686159
ENSMUSG00000072739.5,Gm10408,13,34,23,9.125887,5.217113,10.49116,-5.1846824
ENSMUSG00000045202.7,Or2g1,10,44,4,6.9590864,-1.9586486,-6.0779557,5.4208956
